20
977 921
397 154 -614
68 378 696
197 632 -49
260 559 -768
234 273 880
891 481 63
73 872 -952
780 242 -129
663 737 -277
106 839 -164
586 35 712
3 611 859
953 585 648
317 479 -864
482 622 -243
64 371 579
592 75 -90
18 607 -756
323 885 313
329 25 -431
489 422 -740
643 331 412
382 272 -205
385 920 -634
244 28 -334
807 252 -708
377 740 -673
970 965 190
112 440 -277
737 686 -887
359 94 40
184 190 -7
293 971 74
81 181 498
61 332 -720
806 446 297
796 815 369
374 663 -973
505 459 -614
430 484 -676
916 596 545
603 855 382
62 441 -400
638 752 -578
293 689 -397
638 205 -138
974 458 931
445 966 -870
502 492 -135
388 200 149
572 753 40
687 330 -955
516 387 308
168 779 451
430 669 -978
606 672 -476
492 922 452
488 281 594
296 669 -229
698 368 -317
788 707 -130
474 581 -26
967 717 230
955 770 -669
813 103 498
952 576 967
750 95 -749
888 895 -758
510 113 585
588 541 16
90 659 -781
807 264 11
969 306 177
273 133 -249
276 911 580
892 331 269
41 115 -325
859 567 844
102 847 -634
155 921 48
787 878 -974
428 273 -491
134 763 563
743 456 -647
901 261 1000
113 778 -969
465 620 904
277 750 -194
24 489 133
196 341 -11
614 158 -637
144 575 -376
665 837 -896
514 379 -601
153 386 -895
349 725 193
454 258 -236
161 257 133
647 29 -638
707 961 -604
117 898 646
951 844 57
58 372 577
520 697 86
526 703 432
446 55 -886
435 469 795
841 383 160
456 944 -183
254 155 -155
529 542 -768
868 39 873
627 268 894
839 675 -396
730 90 766
172 386 -626
596 404 101
954 360 -670
485 47 647
88 287 170
769 161 -602
649 294 461
61 187 -84
929 444 931
48 940 -560
135 509 -82
679 15 89
130 507 139
3 938 -873
920 54 -863
89 325 951
276 47 195
137 674 16
946 892 -810
226 69 483
950 177 48
950 541 912
905 868 -427
447 621 -541
972 330 552
540 363 284
227 501 -572
643 704 527
389 725 -201
178 347 -160
545 276 286
852 39 733
363 887 -893
799 808 697
133 612 747
899 951 -957
812 959 585
976 796 -895
437 462 849
536 279 -890
682 711 -105
784 573 7
206 598 -734
828 124 -601
565 847 984
95 301 -927
458 914 103
758 852 -785
1 746 -341
263 398 -963
867 259 820
245 938 -684
404 361 391
703 818 -991
181 799 675
140 337 388
714 938 -732
590 885 -608
121 140 867
463 91 825
588 706 -538
602 504 -913
795 937 982
524 501 -417
910 402 481
117 374 -372
43 448 121
357 592 -706
679 5 -89
234 801 -101
971 756 715
711 517 -375
10 46 -574
849 963 492
113 546 -566
946 835 -295
331 106 -918
960 672 -920
78 327 -999
931 539 -780
210 898 -921
945 439 402
65 574 -136
841 40 -746
728 964 338
35 167 -409
209 406 65
616 556 99
73 768 201
385 25 -253
323 376 74
65 877 -859
897 615 -292
37 284 164
572 824 -384
824 388 -407
343 105 343
699 846 845
791 129 105
360 261 30
137 837 -443
172 819 -87
609 487 -441
802 374 -202
215 316 -127
771 708 92
632 445 -861
579 407 723
22 712 -806
486 500 -481
442 528 -581
576 653 -851
251 565 -253
231 443 -253
86 199 -309
365 290 -897
751 744 -842
453 450 37
914 818 739
517 312 -475
933 559 370
953 601 358
599 236 828
702 487 -792
204 879 -520
695 797 -864
801 410 -650
72 668 -394
493 304 218
273 228 540
648 883 539
275 548 148
759 310 -451
625 843 442
210 815 147
298 327 -621
60 316 -130
303 559 -682
952 655 -40
179 425 490
186 751 -84
606 414 816
979 887
869 470 50
924 970 -91
416 128 -250
130 686 -560
335 81 314
866 148 -608
254 835 366
754 656 119
519 49 84
130 546 -477
565 870 -348
608 460 294
618 42 818
193 395 -705
841 876 713
918 225 -650
181 174 -446
883 13 804
953 808 -834
722 322 -586
262 111 458
214 536 36
697 70 -706
713 598 236
299 638 217
318 916 -31
4 419 -385
815 1 643
617 152 -899
181 139 823
336 848 -838
210 955 -154
876 219 767
21 399 823
45 316 -580
685 812 -568
913 750 -571
660 392 -989
786 916 886
472 582 180
455 52 -319
212 30 -903
933 629 932
31 824 -524
567 415 766
71 947 -739
881 210 -362
307 435 829
494 609 -543
652 371 -417
84 116 244
695 635 419
862 699 97
886 937 695
240 197 864
553 71 -565
705 312 -218
657 46 244
254 301 -310
102 692 303
437 775 -475
155 685 -391
806 599 -185
961 850 597
695 929 761
59 651 616
368 781 -29
747 922 -889
428 181 -805
919 551 852
575 972 -378
254 260 592
311 799 989
673 536 -646
300 475 -962
72 432 -133
405 502 479
137 198 -154
60 975 -688
612 575 358
638 29 765
522 687 -942
738 776 -60
29 407 15
961 629 -453
845 38 140
490 922 -814
42 771 -317
545 923 209
80 504 -598
809 736 -335
954 345 -444
507 54 431
81 311 640
124 798 -761
141 716 265
129 406 -466
601 230 -435
154 707 -284
590 170 -574
871 636 883
444 908 63
944 742 -548
252 297 523
255 214 228
159 364 -607
184 372 756
425 590 -680
879 961 -94
214 871 -746
304 244 -797
899 403 542
28 641 993
202 427 -654
975 397 -190
411 15 377
724 91 -659
86 938 926
353 311 -637
939 799 10
878 390 741
896 95 797
940 978 852
937 777 9
96 777 -130
971 390 -917
189 245 -125
931 454 -953
782 803 8
405 216 -939
139 953 -942
219 897 646
776 594 -223
104 562 196
573 869 602
665 263 841
61 637 464
233 234 -386
609 337 548
348 233 646
75 252 -556
531 250 923
768 486 965
722 122 -69
923 529 -475
353 270 877
233 28 -7
813 422 -298
550 942 598
629 310 -980
708 924 -12
616 961 -422
659 402 -525
262 689 905
414 10 977
242 768 671
590 344 -759
790 601 487
738 775 -917
335 569 929
54 683 -56
614 760 -130
59 301 -139
256 720 -577
251 107 549
8 950 -418
917 144 -105
441 88 245
416 517 938
912 718 -639
264 185 -278
810 658 -966
787 49 629
6 829 887
301 749 -104
379 28 -884
656 298 503
882 39 289
924 28 679
959 170 768
774 223 529
334 957 85
712 247 416
275 28 455
129 794 -491
523 678 -780
498 175 755
536 257 -360
65 166 -481
969 392 -528
185 332 -535
867 561 746
301 926 940
927 407 450
275 658 -413
292 469 -737
529 825 -84
368 526 -288
964 131 991
227 223 461
257 974 228
81 644 596
954 781 -853
685 624 406
330 58 437
255 869 -518
361 201 -454
694 760 352
75 46 777
389 161 771
852 201 -920
306 192 -218
209 176 -573
29 165 350
52 775 -441
301 760 154
872 769 -184
69 859 -40
403 844 -175
708 202 -231
832 337 -645
897 418 168
263 753 -294
188 597 -720
341 447 648
818 123 593
57 882 -48
979 956 975
958 747 409
790 965 570
922 979 621
348 149 895
681 430 -478
730 476 748
749 777 310
60 712 -711
643 905 -102
174 74 522
334 601 -866
916 207 -623
654 451 -926
420 74 -259
786 10 -960
188 412 599
748 977 -15
89 632 -744
462 752 -376
241 906 992
207 16 467
206 3 373
241 179 -410
670 733 -11
743 193 -851
944 618 -235
331 779 -512
862 941 -450
149 801 -238
449 155 -653
767 782 -510
635 196 451
777 921 852
638 154 -429
242 208 208
87 844 418
20 639 -572
322 755 -848
329 623 248
214 91 -181
358 517 636
939 742 -34
6 836 -639
821 232 93
92 734 -103
569 105 -474
334 72 340
815 485 -846
635 185 -307
291 56 -94
184 686 -451
47 372 -553
682 797 -855
258 650 953
315 174 -784
557 535 -641
189 505 17
608 263 473
260 831 900
521 152 -625
285 447 -877
893 964 441
899 425 504
364 306 -789
407 134 -649
149 504 -686
335 373 -884
141 625 -361
446 863 -461
778 664 923
353 48 535
927 247 965
482 261 -687
96 179 435
101 335 -174
93 186 -20
238 102 -404
452 962 -98
408 923 824
470 129 -595
624 930 -157
270 831 308
88 923 -511
69 231 -608
962 955 -744
976 292 -998
967 169 811
842 882 133
831 283 -816
418 674 -96
52 450 258
416 27 -349
747 771 -376
795 803 848
830 298 -654
724 823 -800
473 724 767
5 35 928
626 2 369
396 448 -339
627 752 -344
195 392 -440
203 476 593
449 112 86
149 226 -994
591 257 -584
352 168 -846
689 917 105
637 947 928
318 86 850
832 878 842
867 523 439
686 826 274
767 414 -733
588 302 -994
156 104 -610
933 407 171
794 859 -617
561 366 749
311 584 -68
458 496 -993
961 378 -680
263 576 373
95 430 -524
748 336 110
874 920 -628
26 755 295
779 171 -382
738 294 -892
577 635 734
773 567 -832
200 31 888
645 143 192
676 337 -118
50 298 278
463 383 197
319 130 -68
715 272 -105
7 575 -71
796 954 72
466 53 830
657 784 -767
662 790 281
528 348 633
507 367 85
540 168 -426
508 179 -625
781 273 -189
655 780 -544
588 335 794
958 78 -359
360 837 747
741 366 -42
672 137 156
180 374 173
761 492 520
878 442 -758
682 86 -78
541 951 -651
423 610 619
431 114 168
970 651 -417
733 599 -922
466 675 372
445 580 775
83 915 -459
771 384 587
160 626 427
123 421 -292
741 258 930
133 354 437
471 144 723
858 236 -364
704 940 -639
210 271 490
545 240 429
606 81 -41
85 788 712
606 953 194
354 138 -555
835 65 994
177 314 900
746 302 512
814 467 556
685 77 578
148 324 538
90 426 -266
105 273 835
118 388 -616
410 730 -927
566 616 -1
215 922 973
542 186 142
661 422 795
480 263 -25
558 435 318
150 580 -216
444 213 996
237 453 952
277 37 206
155 467 -412
843 620 -64
122 967 -963
738 227 629
624 74 -506
138 675 302
881 830 -523
524 674 34
852 875 -424
454 834 191
58 76 -974
548 718 -213
479 3 668
502 43 576
474 462 856
796 510 -812
459 818 502
325 816 327
316 274 -571
444 833 974
929 782 637
933 397 -631
187 702 17
196 433 -697
96 922 587
463 962 142
215 816 -989
843 742 -186
585 491 -642
685 476 -971
921 256 295
41 212 972
822 82 911
170 819 -821
265 585 836
734 250 460
177 165 -202
358 423 386
617 695 -554
473 183 34
585 64 -476
853 212 474
150 370 140
144 342 -929
523 104 -720
773 132 197
683 891 370
247 536 -130
63 339 484
168 491 546
151 725 -488
687 649 333
418 362 -617
670 844 -362
273 809 392
866 256 -931
55 134 75
590 275 449
690 891 511
785 374 922
562 782 683
146 278 188
766 187 -767
137 470 650
194 245 -865
844 696 240
974 217 -624
544 473 -783
734 944 761
20 159 981
855 625 -474
459 265 -357
644 923 745
79 842 667
748 855 457
361 61 613
46 27 828
12 237 -405
908 838 107
400 874 -392
498 312 -206
760 688 -534
77 131 -670
644 354 -961
659 286 870
400 834 -828
122 244 -109
538 552 -108
919 564 557
393 750 -464
24 259 851
683 387 802
767 400 118
404 594 226
302 872 757
376 965 695
807 743 -518
669 164 126
302 303 270
33 838 -43
788 235 -23
185 224 -292
390 357 573
29 77 -439
721 937 -441
642 874 -505
360 947 665
624 872 -649
139 54 129
293 90 362
222 333 -797
47 97 392
497 358 645
351 539 -900
906 30 -733
357 650 231
341 900 -307
163 347 -665
203 91 -851
715 914 697
367 419 -145
262 211 -600
186 464 941
597 518 655
70 168 -493
53 464 -236
535 935 -324
202 552 -399
793 760 -519
832 16 -100
336 221 236
77 977 -986
10 960 216
85 401 795
449 114 -383
316 297 686
60 744 23
190 864 213
201 452 346
904 19 454
626 801 535
105 745 -237
850 754 448
124 538 -788
774 325 -391
87 94 -345
164 116 988
765 154 -114
175 495 536
752 223 -163
672 265 -283
842 292 845
709 227 -199
963 696 -898
954 331 994
960 609 -381
902 374 530
750 488 878
500 123 -320
823 308 -627
431 266 884
166 368 -228
698 298 -186
316 764 669
116 480 264
329 507 -282
485 932 -463
561 334 -552
748 741 -84
273 393 445
931 895 430
766 427 150
95 301 136
970 254 305
706 693 823
69 649 596
417 306 86
213 75 97
516 779 -267
730 230 -474
512 901 476
423 803 282
594 699 -64
405 946 632
73 426 379
83 738 664
465 967 4
657 153 -745
232 550 -399
543 761 -615
525 72 -266
194 556 -995
207 396 -695
400 13 -340
621 282 -798
350 977 448
698 11 150
724 397 363
861 459 217
580 259 510
242 331 688
153 246 605
866 742 327
740 152 -690
695 226 -974
16 143 -603
128 955 -296
814 475 217
24 732 -113
859 103 -730
251 920 -430
899 193 -321
516 486 623
777 108 282
282 428 -667
715 104 664
698 873 822
479 57 111
673 734 -463
526 168 306
773 174 -298
762 902 -11
162 393 478
74 254 -440
938 968 -778
778 501 768
82 962 -702
685 10 -732
232 140 -347
711 738 -241
962 640 870
474 745 -352
172 436 59
884 677 -374
861 602 501
334 386 684
839 924 701
540 701 352
204 546 -710
455 830 596
697 832 695
397 576 876
346 706 646
743 492 67
823 458 -407
971 565 -449
182 478 945
653 455 935
675 802 -843
973 936 986
598 75 639
742 141 59
233 813 166
678 500 -764
775 49 -740
362 951 302
959 427 427
576 19 -695
56 658 -84
97 691 174
664 926 378
848 967 -800
966 458 579
80 488 620
819 440 994
704 881 971
715 390 502
882 469 -555
2 900 -307
215 279 -624
635 276 -53
922 360 -664
217 849 -339
533 140 633
740 520 -477
750 939 -856
136 189 -604
108 747 982
925 255 260
170 246 -283
670 413 795
221 266 -532
834 2 -716
872 670 -837
174 465 767
882 673 538
25 913 -893
141 571 -666
259 115 -462
80 924 827
20 156 996
615 601 -984
535 717 -282
539 473 -961
717 802 155
83 763 -107
603 196 -106
24 733 -605
602 748 36
936 710 174
733 293 987
596 210 -164
26 976 309
978 173 -771
804 238 -169
240 627 -320
733 827 -853
948 180 -224
148 99 909
790 819 218
389 574 -899
458 602 -121
897 14 629
505 30 390
648 906 -591
116 490 -320
486 734 -737
502 778 -75
143 213 270
189 719 -729
896 727 -621
562 158 -136
275 662 653
389 837 693
387 846 844
886 966 171
368 30 -992
73 898 172
763 218 -927
243 395 -477
182 187 -237
914 878 297
706 605 527
513 940 813
552 597 -285
174 509 640
47 626 533
161 415 41
11 921 -134
889 60 172
791 521 -605
140 752 494
761 480 410
760 661 -133
504 319 792
85 660 -570
273 969 412
875 308 82
553 602 637
344 312 827
162 147 52
543 923 -174
929 958 -285
377 43 235
567 775 693
633 572 596
62 960 80
263 260 288
89 898 -931
900 15 -943
554 918 989
439 601 -603
209 574 -573
968 922 586
657 319 -7
214 785 -155
257 484 746
662 315 162
770 488 679
345 292 -847
633 29 -104
328 294 -801
776 507 -379
151 466 -338
404 179 -344
238 162 -955
803 306 -67
878 369 -790
752 114 -947
449 830 -593
697 240 -869
768 233 958
974 11 806
585 83 28
768 973 -921
369 10 557
924 14 -687
963 671 -438
652 243 -101
773 448 -555
661 114 700
178 214 -104
927 693 828
43 470 -395
335 968 -666
137 952 -59
536 666 447
570 620 2
503 880 -752
139 330 533
46 472 -103
192 543 -287
760 694 -357
505 421 105
545 629 -396
767 363 951
614 725 -977
615 793 -219
517 857 -144
296 484 135
283 700 767
693 493 139
17 286 126
760 593 -731
958 607 -958
91 226 -702
924 973 269
438 417 -881
725 30 431
548 853 -356
226 324 -669
241 808 772
790 469 -787
669 198 -331
224 518 -35
7 225 796
460 732 -950
211 851 -693
84 184 -128
504 823 -5
646 21 -918
868 272 -893
396 850 -30
84 307 51
37 177 -455
401 34 377
951 756 -873
757 812 865
514 366 -963
168 599 -228
512 648 -401
876 414 -641
141 368 -549
465 271 -193
386 439 -62
215 310 424
681 458 282
791 413 -337
14 906 802
575 611 902
539 257 653
659 312 -361
169 979 793
733 299 947
548 275 786
591 442 238
852 658 995
207 424 564
427 150 -363
830 870
274 11 -291
45 357 430
288 172 333
464 55 -181
401 380 -75
451 464 568
352 664 -96
340 644 -149
748 92 -620
781 76 103
373 632 789
392 288 418
155 704 -758
116 241 -879
313 199 -719
584 595 2
725 640 -889
77 368 -554
106 459 -678
797 527 -542
245 329 527
166 242 -298
255 117 536
621 566 -413
529 384 -401
41 71 418
754 122 -761
93 202 22
309 549 200
717 556 193
740 557 -735
57 532 483
60 372 -581
614 306 804
75 98 -224
261 11 -301
557 15 -734
595 437 950
401 782 -486
828 215 -560
166 498 838
421 371 891
347 764 969
394 271 -213
725 750 -687
42 17 278
154 387 -189
426 33 520
528 331 -345
314 200 -292
258 675 -713
21 499 -966
264 691 -495
721 117 780
236 611 795
523 339 230
706 107 413
754 534 -167
435 469 -321
94 639 86
105 599 -430
84 576 540
408 293 882
588 794 -157
41 665 167
433 560 -945
213 199 944
454 639 -478
497 91 -446
687 467 -572
172 251 758
798 691 -89
155 660 738
717 415 699
310 34 -874
316 423 -680
122 455 343
5 141 364
580 704 -618
824 346 -955
399 185 474
203 580 644
146 691 171
698 444 946
330 249 -449
347 34 -95
666 236 315
99 22 134
367 421 -440
668 317 -244
67 133 -853
741 585 530
368 584 -503
489 216 -841
360 69 736
791 198 -895
828 177 489
398 454 -7
813 601 -204
262 629 -360
70 591 569
734 648 983
72 334 705
760 744 756
496 806 -585
350 283 -784
672 459 -65
314 280 323
204 523 -477
5 531 32
811 774 -895
21 153 715
522 589 -265
673 596 -966
801 344 832
786 790 -976
789 105 -111
585 448 65
658 459 -398
300 435 929
56 633 542
443 666 -615
521 695 58
533 260 421
394 405 462
62 112 688
409 202 -384
282 75 883
88 131 -282
104 232 844
735 139 -209
821 13 -800
476 434 370
156 152 -402
344 71 35
190 587 -597
546 88 -737
324 369 -667
190 745 -414
296 190 134
208 679 -52
312 237 828
515 654 267
393 425 -472
276 61 930
413 521 -492
294 716 -758
159 394 -934
625 135 -151
361 157 -989
382 116 -800
245 698 868
646 159 971
784 565 810
640 419 -233
617 641 -166
462 318 66
66 761 102
514 137 705
35 79 -976
267 717 869
447 648 -111
349 736 763
498 485 776
334 276 -779
738 85 -973
355 89 -316
362 385 395
372 803 946
111 138 -301
412 331 -735
447 287 663
615 133 54
219 1 -8
215 798 768
481 327 249
770 442 -884
56 310 596
814 347 -85
153 730 799
6 609 -177
561 429 -874
630 575 252
251 622 -523
424 6 -232
816 177 172
481 55 416
211 52 550
803 593 318
75 511 -257
175 237 705
765 7 631
144 548 -909
417 524 -222
557 448 300
467 532 813
530 721 -722
497 718 -591
644 805 -52
288 645 774
716 347 830
280 275 -803
745 10 -602
73 712 -677
693 362 -195
522 492 -762
795 549 -516
435 822 698
136 353 -893
98 437 -816
402 785 -305
569 344 216
172 38 -706
352 391 251
123 42 -690
261 57 -324
284 619 -711
659 57 545
619 765 391
791 366 -711
144 68 923
90 54 -566
202 42 647
124 389 777
725 263 679
504 444 -780
245 619 -586
721 501 806
720 309 821
548 405 -162
812 406 -725
131 657 764
169 30 -380
621 790 229
794 336 192
674 211 -331
628 85 -355
174 486 930
561 603 -953
708 97 660
679 273 -97
239 586 -155
518 130 -880
36 351 -268
561 14 -863
102 706 27
703 751 -902
8 653 -314
552 486 859
683 775 -202
170 816 83
742 201 -906
254 220 740
805 156 -93
737 308 -634
357 112 393
452 287 -116
598 124 23
218 373 -405
249 47 -389
502 645 379
275 174 162
710 68 -868
99 686 516
354 816 483
685 47 583
290 521 638
664 268 939
818 527 -20
339 481 -884
617 641 635
725 273 -646
275 310 797
823 293 517
377 151 -780
427 630 -336
602 462 854
764 72 -78
8 444 963
181 429 481
566 684 766
703 273 -840
630 809 125
267 14 -225
671 283 442
77 185 -938
811 612 -547
115 760 -408
633 9 930
308 375 464
445 280 -68
553 716 -198
214 654 450
71 5 767
425 518 -351
491 140 -250
160 686 -309
766 329 83
451 699 497
553 589 928
814 649 154
31 190 -794
748 2 958
384 287 620
461 144 447
20 14 -33
95 182 874
151 205 -133
410 366 -210
327 137 310
830 254 -809
586 270 -643
458 53 -25
824 399 -237
625 653 -898
391 322 839
755 424 925
514 357 454
403 101 654
72 532 658
786 340 -316
515 234 289
44 720 824
162 81 750
170 2 -427
149 787 -726
412 122 -356
185 84 936
91 702 -190
429 791 676
160 128 195
312 34 -55
490 22 877
427 493 634
