9029 27641
5215 1794 176
5216 5679 836
4632 8517 189
1225 5544 -598
7496 7250 635
5400 791 -322
5029 695 393
5110 5745 858
4163 4964 469
844 6688 225
7266 2456 -221
7662 346 51
1702 6726 -695
4217 1716 289
3555 6427 584
2481 8375 480
5989 6334 305
4723 6442 127
3845 4106 -816
1954 6219 661
4453 8775 -721
731 857 -356
6811 7375 938
2749 466 385
194 6602 257
5167 7090 -625
1774 8613 -13
986 5504 705
6775 5520 -471
2171 3214 -332
57 1833 -314
893 474 233
887 4900 281
4663 222 -646
5344 1328 -863
958 1565 -669
7950 624 -840
7040 6537 383
6152 6795 831
8239 6743 -760
1672 3200 561
3645 4576 -406
2761 7441 -895
549 621 -676
1696 6026 669
52 8148 430
8658 5043 815
8123 6123 949
8112 6239 -609
3051 6557 915
5536 2232 -120
5692 4261 -269
3928 4474 -745
7046 5586 -478
5826 3677 184
7498 1260 -296
1531 6146 343
4031 177 -369
6625 4828 -747
177 928 -851
2132 1164 -87
3098 581 103
5085 2466 -26
5754 8294 -217
7285 549 -671
8910 1906 789
537 7383 -979
2232 2467 691
5257 4217 468
6292 4258 462
8662 1378 453
7735 8668 -247
151 8812 -267
7156 8297 -998
766 1049 270
36 5388 -190
1719 402 -492
7656 6491 -468
6041 180 445
4102 4741 796
7647 5695 957
1376 7060 -380
4088 7457 918
6754 8405 -46
4540 7168 -891
955 4704 809
6006 3697 -232
7204 6172 598
2524 1341 -968
56 5945 117
7893 1209 531
8263 8259 481
8033 2620 -507
3128 2645 -587
6027 1042 389
7448 4324 402
2339 6951 497
2246 8187 146
6335 3903 -281
8266 6131 769
640 4197 -102
776 322 428
6744 7852 859
7653 3774 -999
6572 5594 321
6596 1208 139
6122 8670 578
3106 2348 -707
6972 1993 869
5004 556 434
7483 403 390
6460 2108 -263
2236 2680 155
2345 6391 -22
2620 7096 -109
325 8337 -661
6591 6154 530
4713 4840 -139
8915 1258 716
8214 4130 787
8723 3053 879
3509 1175 -496
6524 3792 -266
8527 6567 -870
800 6798 22
7367 3411 139
3672 824 687
8588 8196 359
6545 5088 605
2810 320 9
4351 615 -960
8191 2320 -343
5110 3649 -86
7597 742 -457
1316 1664 852
9024 3989 199
1796 4825 -372
511 3460 21
5698 8840 687
124 4710 913
8175 551 -321
372 8960 124
939 8843 316
5642 4999 -215
5335 3581 -822
3856 2875 881
7359 4616 -451
2929 5712 695
8331 2330 -522
698 33 609
3632 7736 321
5721 1608 95
1216 3020 -944
6238 5819 423
3838 2346 -569
3453 5859 143
4970 1533 817
2228 6324 6
4105 8238 171
565 821 -449
1184 2673 4
829 2569 -900
4459 8284 -927
1978 3593 -60
5538 427 -181
5599 4972 -106
6775 2914 -243
4591 514 -965
1157 7197 572
8163 2585 -786
2915 6627 -56
1492 648 -776
3306 7459 -960
8290 1446 -757
780 93 -849
6127 3736 985
3671 6524 -765
3350 4641 -884
6888 1622 -335
1160 3824 -684
3283 8236 701
5578 3744 -562
5627 1118 452
985 1728 226
5766 3551 275
225 3286 918
6861 8222 651
6677 5091 378
6832 3833 -432
4978 5489 788
7095 5988 -864
6849 5389 -852
4205 6154 969
3689 665 -149
1001 7100 -617
3972 2461 -977
1759 5854 -439
7817 6579 -233
3405 3139 -801
2194 3516 644
758 5217 612
8994 1164 -270
7591 6731 702
8767 1596 537
4660 4900 176
519 8090 680
5369 8353 -607
2299 8130 296
3711 2628 -311
5141 1934 -202
8189 5386 -217
7043 8445 -784
307 8171 -517
7541 6900 567
262 7618 -316
9013 7642 346
3621 8756 -800
2060 5094 -372
8972 7658 89
8367 904 466
956 5402 29
1012 1834 -87
7232 8902 804
2649 5710 -224
111 8583 146
340 5427 942
5654 6438 629
4332 2806 -438
1922 6137 -674
1596 4647 -330
1636 897 -270
1781 1904 -129
6593 8136 172
3773 7698 672
635 5362 -30
5012 802 -182
2186 4005 646
7144 70 -494
3117 7324 435
5952 7443 -526
2459 5184 675
5986 4360 768
5618 8896 -95
1963 4377 -756
8856 4229 -144
8668 105 765
7842 7162 291
8572 5054 772
824 2113 378
5126 2268 54
3482 2308 -953
3862 8948 630
4219 3543 -573
2011 3144 789
5552 6324 -678
438 3043 858
1133 8544 87
4686 4377 -6
4404 4862 478
4160 2900 -184
3673 3428 873
1175 614 551
3555 7693 66
6927 937 830
1146 7444 835
1386 1530 150
5625 2643 579
7174 8347 506
3428 8631 -419
8243 7951 -478
3380 7866 -691
2811 4390 -951
4315 5747 309
4294 8625 -8
3185 2990 696
5770 8011 794
7705 2454 178
8599 6729 862
1900 5396 -923
231 3727 -586
8124 1660 305
5251 8992 382
7942 5189 308
382 4013 -616
7312 6742 868
5975 3056 -241
6866 4701 834
3908 565 87
7214 9015 -438
8258 4299 -569
2961 7350 144
8062 1877 -2
7764 1407 167
2486 7624 607
1580 7270 963
3720 8552 446
8588 8252 -344
8038 1127 463
1187 973 785
4600 2679 697
5496 3874 7
6164 6396 226
346 8065 -615
4552 3399 763
8784 3924 366
6456 2877 -302
3138 710 -990
6295 4186 -640
1397 1678 -203
8680 2075 766
6517 2981 -879
415 588 230
4147 1862 805
5804 5060 236
1989 5218 -687
2246 6446 -213
8520 6534 577
5934 8585 -237
3000 3942 450
1846 8099 896
631 1573 -815
5207 5320 772
7385 5367 -96
4297 8496 -614
926 7321 -159
7618 8914 43
4546 8253 -203
8325 2873 952
4491 6969 307
1657 3840 -169
1397 1808 196
1357 8995 521
5097 2177 -98
8166 2960 495
4609 4730 45
452 4247 278
265 4833 363
510 982 918
2165 7281 -746
238 4295 670
8552 7369 -205
1229 8504 -988
2449 3442 -463
7447 3889 508
8131 4156 -686
5017 8456 24
103 6773 66
2984 8883 -962
864 3375 844
1271 922 404
3794 4968 651
3430 2513 -510
7696 528 -177
4858 4648 362
3749 8647 -335
7223 2451 -980
5618 4536 -166
884 6946 -920
7383 4754 -486
6033 3091 -985
2742 5195 339
8529 6624 -400
588 2919 987
359 1706 176
1961 7642 -60
7600 2210 -900
6766 552 666
1277 608 -17
364 1947 -994
1532 3589 248
1440 2580 723
7600 8600 -541
1052 5692 -60
5480 5388 569
7154 7629 428
2056 7973 166
3183 2856 795
8671 1768 -998
5417 7810 227
343 6337 417
8869 7549 -966
1656 4550 -850
874 7734 576
8842 4825 330
938 8560 133
7968 1310 -439
1653 2670 -325
6284 981 226
1093 4511 38
2257 2232 858
6195 6293 -409
5119 1920 -947
2453 7535 690
3336 7613 320
1469 2719 -692
5542 3567 515
330 2711 706
2169 3117 -707
662 3608 167
8254 8000 -360
719 7208 63
3997 7529 -569
7353 7120 853
74 6568 650
4384 2964 -939
554 5205 -770
2415 2364 377
6982 208 -748
1866 8359 499
8663 4779 467
4255 5217 -394
7735 3175 -38
1304 7901 -298
2041 3160 963
1111 12 144
6415 663 -529
3902 1030 -798
7317 26 825
640 4467 -644
8439 8685 843
7886 4442 -996
3418 7215 138
6313 4577 36
4966 424 619
8542 7964 27
93 1715 -888
3235 2403 -709
4372 3673 -237
6859 2875 664
2857 2192 -356
336 4895 -237
2928 2009 492
542 7293 -940
2980 3612 401
2592 4461 650
2160 4507 -517
4625 875 834
1318 5369 -869
8911 4697 974
2890 1177 -638
3592 3045 569
160 3339 -873
8656 4832 87
5993 3357 90
5755 8011 -53
56 7596 63
6490 3572 90
2734 7377 -797
337 4253 1000
6286 5416 -906
7945 7652 -306
6830 4281 -356
6296 7695 -845
7267 2765 -143
8029 4546 732
3040 1202 -898
6513 6331 -406
4022 7818 -447
7495 5576 -292
6006 17 769
5495 2055 -738
964 397 25
4091 7313 323
5544 34 718
4498 8506 -235
213 3992 268
8701 7322 -119
4357 3353 -615
2062 7621 898
8095 6718 -670
5504 1618 271
3153 2641 388
3252 4232 69
1077 7584 -945
5807 6789 199
4133 2169 57
1071 7541 506
8693 2614 -452
4890 5032 -114
1824 7351 -842
649 8826 -333
614 1810 -255
5434 5943 649
4594 8001 -199
8956 4662 218
8101 6447 -282
7313 8295 446
7930 718 -359
3729 5861 -397
6403 712 7
8878 7061 -97
7159 488 5
134 6027 421
1404 8044 243
6468 8852 222
2921 6666 848
5614 3755 190
327 7268 312
3494 1809 -2
5464 8947 469
5704 8132 461
6576 8083 -343
7399 497 244
6903 2908 -698
384 2876 283
1085 6819 583
6496 1960 -480
7275 4890 -880
3731 8258 -542
7238 1885 873
1702 4306 480
465 2598 873
3727 7767 -576
5599 6567 -263
5769 3237 -470
8200 4399 -769
8045 1566 -844
7815 1077 542
1420 5235 286
3820 6053 639
6937 5634 126
7412 2685 930
7564 5963 -960
5362 2494 -51
2087 5191 887
2499 2267 117
8779 7014 724
2334 3617 340
6408 6100 -790
6920 943 62
4152 3888 481
5805 2225 167
244 6525 72
2556 1319 871
7810 4862 81
2851 1666 -837
2142 752 65
2777 6688 204
3964 8669 -363
5264 1842 993
2923 7275 782
1215 4428 387
7588 7145 -708
3839 5388 -379
5844 3650 597
3359 7177 215
8346 4416 -396
2189 2161 804
8109 5522 930
6665 151 -759
835 8036 -492
1290 2513 -726
5786 4375 944
3326 21 789
165 8374 -29
1169 6386 -16
7110 5988 -483
2922 975 -764
6400 5953 -171
1145 5787 622
4006 1351 -948
4590 4243 -745
2517 7415 -654
8567 5887 668
8806 8770 -621
7971 4241 -947
5489 6059 271
3314 1630 680
4042 6644 111
8657 4893 569
7986 1837 952
3426 8383 159
7047 1293 845
3811 4110 786
3191 6161 452
1959 979 736
7320 9002 978
5898 7949 681
8143 8325 761
3934 3271 52
7503 6147 -292
3925 8949 509
6468 901 234
5359 1914 -906
2354 1465 253
8827 3724 -799
2633 3297 -574
7067 2985 743
6598 6260 84
4090 1642 -290
5525 5131 957
8295 4100 -264
7361 488 76
6062 7833 -343
8429 8106 452
1484 2865 427
466 5107 -391
1408 5141 -310
8672 5040 -582
7365 1908 -346
3128 4856 -224
5635 5469 -393
1882 8191 -230
3536 3810 812
714 4383 -782
953 7979 -651
1821 5253 -52
745 6296 370
4840 1986 337
2930 7152 -986
2407 7339 -73
6424 3122 867
3493 8117 -337
5623 8060 -230
3561 7268 -638
8739 6073 268
1782 4889 -830
5611 1731 377
4217 2622 818
1624 8774 952
8811 4079 -20
5782 8377 -819
2677 8490 -838
96 4737 2
8706 4011 -734
1610 1061 -986
8523 3044 951
4761 6310 701
7643 3896 -434
9022 4014 782
2903 2403 -445
1088 2706 28
7173 790 486
3439 2786 -46
2404 8979 -865
8052 620 -39
743 5275 -634
7341 587 411
8661 43 -209
9010 518 -923
2129 3263 -733
4121 1084 973
4835 5857 133
3783 4561 -92
3129 2203 849
5859 4398 -761
3050 8674 813
2547 6290 -915
6081 1132 0
7985 1823 -361
6959 8415 347
3095 2350 -27
2830 1424 -476
4017 5253 102
7473 5771 -487
4935 8078 815
7893 3751 116
8127 2229 591
2717 5554 3
7246 1645 -886
2609 3762 -490
1229 2655 -982
2800 8485 272
2170 3268 834
6337 4315 -313
3691 3398 236
442 6302 -706
3249 1362 578
7716 294 -728
8562 669 476
1209 173 257
3262 8851 -134
3661 364 905
5428 3098 -794
7092 3104 -431
2202 7921 -429
7595 5650 407
4414 680 -512
8973 3462 706
8317 70 439
596 1032 432
7357 4168 355
1101 3909 -328
1679 4111 228
3561 8224 -779
6768 7971 228
8856 835 375
8913 8541 393
6028 4986 -250
4434 7555 -412
7929 7987 -836
6364 4557 906
376 6593 88
7444 4972 954
7691 1057 -48
5266 4309 738
2973 984 -494
2106 345 -571
1564 1424 -302
1903 5644 278
4545 2305 397
47 3351 -125
6435 6918 -155
8941 7076 149
873 4469 748
2989 5513 -272
7030 6402 84
7265 3848 8
3716 2581 -424
1397 8419 61
5039 2537 -889
327 8148 -916
7339 8955 371
2364 3736 345
4175 6578 567
7174 4989 101
1018 5766 -379
4717 2676 -869
282 3499 -269
4009 4709 667
5742 1362 -452
7584 3325 -37
77 5997 -742
268 2634 708
5860 1329 -884
4724 444 33
6749 8226 724
7083 8838 -719
7331 6872 125
5240 5551 -154
106 8910 -548
5840 6052 -947
5054 7824 -948
1612 143 -960
4637 3543 -866
8872 1346 589
3451 7006 69
4077 4057 -324
7016 8290 869
217 5905 334
3825 3877 984
3875 1130 -186
8514 3092 -342
8804 240 190
6290 392 -1
8441 7100 786
7507 525 547
3043 3887 -712
5957 4847 335
8844 7337 -471
2820 6995 -270
6180 7609 615
3588 2195 -333
6629 5391 -588
4957 2206 -424
1701 2478 17
148 6866 866
8289 251 -895
2408 5470 190
1263 2414 -64
1564 8630 109
1057 3655 668
4472 2756 -897
7686 5046 589
3759 4191 -838
3031 2245 -157
2723 4076 -633
3397 2797 375
5239 628 -610
7155 8117 -110
6184 8263 943
3468 1715 870
5360 4722 -985
2344 8252 -257
5452 3418 366
2 5448 -305
665 3596 685
4573 6891 -68
746 8559 -527
5246 2375 -587
7457 308 -740
7464 8252 -249
4038 3779 425
3716 144 572
753 525 899
1438 4110 502
5029 3926 -932
8820 8319 125
7542 4573 99
8868 65 87
2801 6345 896
7860 7962 656
8426 1221 283
4103 8420 818
6983 2027 72
891 2887 83
5281 6406 -401
6258 4738 225
7707 7604 675
4136 6577 -155
3838 1534 -745
6584 633 -105
4928 1639 425
5393 4729 -613
6154 4767 -610
8381 2814 651
14 7477 612
750 696 -199
7739 5863 835
3558 5864 45
4121 8534 797
1208 1651 -406
1475 2686 193
6658 538 -923
8485 8765 -284
3369 7910 655
72 4941 -946
2874 9028 306
6988 3175 -43
8935 5327 -724
410 691 879
8621 2585 331
3116 2981 -239
7160 3360 -693
4475 2677 907
8585 6438 -397
8831 8573 -970
4449 8685 -975
4898 6742 968
5185 585 980
8472 2556 383
8724 391 625
8887 7118 259
6068 2454 779
7910 55 597
451 3842 871
5255 5252 379
1309 5413 659
1613 2512 -624
6621 3105 245
2692 2698 124
4713 8404 160
7343 5391 861
4890 1778 -890
4342 3231 -530
3975 6682 116
6573 3408 871
3735 3007 820
4054 7928 455
3328 2152 -926
4250 2462 -747
4653 1098 -72
7735 2708 315
5372 76 539
1514 7194 412
6169 8150 635
8318 2043 -928
53 113 458
990 4032 -82
112 3028 -101
5553 5404 -82
1205 8901 -295
4454 5188 -826
5480 7801 -535
2329 6407 -514
5355 1789 471
5714 8824 219
7988 3761 112
8508 7505 21
6433 8827 -100
2143 2087 812
5719 6515 -311
4234 6672 48
2689 6695 193
4646 8936 396
1182 3449 -218
2187 2633 885
4175 3440 -213
2591 4592 -599
2552 8766 -191
5698 362 602
6489 6855 -510
4759 7148 -570
1856 8707 481
7443 7302 -316
1198 6606 -229
6344 3052 -242
177 7771 147
180 5378 70
754 7053 40
7883 8538 -342
7995 4462 569
3451 4400 957
1225 7084 945
6821 4536 -173
401 3622 709
4564 4772 -676
5569 5081 -245
8561 5204 70
8719 8728 -637
1310 1201 -908
8460 8069 979
7010 2999 968
4561 2888 -381
1441 2693 -443
2241 4673 991
1761 7877 964
8082 8448 146
2124 670 522
2481 5127 153
831 8329 -169
3836 4703 3
2421 344 630
4491 7590 19
1414 7342 -41
2048 2908 401
1400 946 360
293 6084 -157
5782 4946 -500
6990 3815 491
4362 9028 17
818 5410 780
4155 3034 788
6949 8444 221
499 533 -414
2187 8581 -13
5078 2557 777
6007 2074 210
5683 993 -627
3596 1063 828
5158 6280 -674
2717 2399 -430
4910 649 414
7959 7649 -773
3127 8148 764
7411 7853 473
1983 2539 -343
1246 7339 -83
5864 1970 -133
8740 43 -767
1378 4070 -918
543 6394 -491
1976 1164 -199
7989 5147 702
6784 5001 729
917 6490 -860
3976 5605 -304
8102 7153 181
5674 8224 -584
549 793 729
8061 6376 -749
4692 6830 -283
2045 4723 109
5805 1979 -370
4626 3740 -583
6506 1739 332
2076 1945 860
4174 5495 -657
5973 8608 858
5905 5633 -668
3796 8889 -681
6309 7838 -750
7733 6762 219
3433 2530 -822
912 2299 -963
5078 4896 932
909 5793 -528
8519 1896 -930
6841 8419 -296
4501 3665 -416
5358 2786 -462
3612 5528 225
3230 6202 71
7474 5516 -154
1607 2278 -289
8655 5435 564
7370 3461 184
4296 7085 563
5847 6708 -607
4105 8052 83
8219 6223 -407
6452 4399 802
7807 2994 -702
7222 4040 723
4431 5397 -433
8392 2929 -489
91 3751 -975
7085 8210 -193
7432 325 277
1203 49 752
1192 6311 63
5057 5923 -248
8160 8268 841
8073 4013 -513
6610 8275 -387
8685 6075 945
1937 8367 -913
2435 5970 40
2156 7417 -196
7063 1513 -824
6830 806 -525
3318 6969 -372
7950 5597 -710
1828 4316 -80
2205 2664 231
6850 815 -872
6374 7764 939
5894 261 -310
5672 6725 749
5767 7298 -227
4064 7627 -680
2565 6072 671
320 4233 -371
7073 3999 627
2306 4213 -825
7745 5622 492
7787 4178 550
3977 2421 -643
4357 5273 817
1277 8528 611
4976 8467 737
1060 2374 402
1514 99 -355
5761 1810 655
5251 5233 881
372 4542 824
5800 1345 863
2741 2132 -830
4265 4481 -363
6890 2852 970
4350 1785 -40
125 900 938
1932 7316 -592
2820 4803 -950
2430 2610 276
7083 1045 437
2355 8130 819
2317 5443 324
1626 668 706
2892 7111 -56
7641 1754 -463
1949 7678 336
3307 5707 436
6962 3145 989
2241 7640 -784
3224 3229 -842
202 4249 -962
3888 7139 541
3480 2320 451
1968 2627 -288
843 5708 357
5510 5856 273
2793 5063 478
1265 1522 575
8335 450 616
5270 3025 671
567 686 -258
8889 6078 541
1747 8546 -27
575 4114 -264
5119 3913 -872
6576 2614 -654
3982 2481 -778
2218 3071 979
5023 896 -303
7245 6821 900
3041 5078 606
7536 1996 -474
6832 8766 848
603 8361 -431
717 5526 -432
440 3603 121
624 7395 -177
4623 8758 -527
6344 4443 -11
6422 8029 496
2569 4195 159
3705 5839 425
6147 8407 124
8767 3224 459
2553 2381 -77
7904 1402 -698
907 7079 -736
7346 3505 -258
3040 1277 229
5733 2982 902
3578 8038 -412
412 2626 223
3062 5079 -821
8104 2659 595
5472 7861 90
1655 7674 -995
2851 2754 13
1074 7790 -39
6519 7261 -786
7114 3231 117
7121 2702 -481
8869 1303 873
1450 6054 152
3403 5120 822
1355 5051 203
2241 3782 -595
8572 8312 -360
1725 1233 580
1088 6033 520
1735 793 -867
4240 3648 239
8949 6766 1000
8583 5562 456
5207 5307 16
6755 5132 403
7595 2724 -720
1275 8934 575
2655 5062 900
6054 737 360
283 8786 -454
2593 1687 716
4539 5046 91
4826 6456 -479
96 1138 -886
6151 2736 537
7733 8801 260
4978 7352 -237
1169 8892 -765
4834 3784 -167
8197 5362 887
4988 5832 734
9026 489 50
7735 5642 319
2363 5161 687
7249 6240 -778
4950 1102 952
2947 7372 -285
7182 7626 91
4245 4839 903
3277 7425 -165
4468 3246 -899
5614 3425 742
7326 6639 316
3 5720 551
8554 4003 630
2147 7799 -937
4763 8562 -621
4444 3851 -340
3141 3932 5
7150 4193 895
6187 6278 188
8452 422 -850
4782 8075 837
5852 1483 733
6447 7834 -393
5416 1621 408
2166 6918 760
753 5321 -501
8165 8334 840
7054 6424 -403
4609 1880 744
7072 837 -845
1164 6049 138
3587 4348 -215
235 4369 724
6603 350 -87
7352 5471 504
1299 8695 -489
7368 2791 6
748 7093 -362
800 4539 -65
2868 4521 -800
2918 3498 -334
2747 6145 -992
4403 2499 -555
4788 6449 -833
5401 6183 965
2987 1204 721
1550 2511 11
4598 982 -98
449 4370 467
2230 7600 -690
2243 5568 -429
4727 7336 -32
4929 7406 13
5871 5625 858
3280 7332 212
1422 6399 -440
5918 2280 -782
3710 6575 731
4601 2426 -67
7514 8042 86
602 7745 594
4204 7665 754
6818 6121 258
6142 8014 -162
175 4686 -262
1283 127 -673
7977 7951 -701
466 3481 -357
1926 3270 684
208 4436 -559
764 6594 229
4543 7953 -825
4949 2959 -68
2184 1057 -400
3969 2517 229
3604 6598 956
59 3606 -82
354 7534 248
6322 4754 785
8741 5567 885
1901 3858 -296
3397 3726 -671
4488 7462 837
785 1885 479
7355 6688 -826
1437 7294 388
8450 3296 209
7487 3954 839
1147 7133 444
8133 4879 -278
7581 3044 894
1338 5890 200
4588 8685 615
5849 7371 235
6701 6751 594
3806 2956 618
1600 8776 465
8959 1704 -999
794 7509 -995
8675 6091 -156
6097 174 321
1486 2738 483
7436 5215 -127
5248 2695 -225
8027 1873 556
5372 6091 579
581 5970 -690
1718 5037 -546
4915 4787 -742
8726 7134 529
1894 6215 396
4385 3865 298
876 8495 181
132 4472 -514
6541 5286 -567
6248 7209 -369
5487 2871 -734
7024 6075 387
5665 4254 332
3097 5877 691
6746 7682 381
1801 6959 -329
996 7339 915
2978 2643 -846
6106 4551 216
5059 4722 593
6943 6115 56
5281 2896 -556
4827 6054 996
8971 7215 -941
8101 63 -141
1102 2654 549
8052 1161 -113
4491 5472 -420
7842 6280 894
590 4125 574
5295 6619 686
8628 651 421
4678 3872 -965
8690 5459 949
3769 817 -561
8981 8648 -869
8452 3336 243
2944 2506 1000
323 6370 46
8607 1418 205
2874 5953 -960
2291 419 653
4994 6487 661
3947 3541 -4
638 6421 -797
8953 5660 3
7855 2815 -179
8745 4086 -762
4071 8435 244
3146 725 -41
8213 8637 21
272 2607 -491
6630 3104 -925
8401 1568 12
6034 2704 -915
7218 8735 -983
5719 721 949
2778 8069 207
1301 1009 817
4113 1832 473
8784 930 531
261 8223 850
8361 4908 237
908 88 798
4352 1360 390
4309 1885 433
314 6087 -631
528 4290 -658
6599 2818 98
2137 3629 -346
4701 5612 498
1323 5998 -120
2754 2442 719
6694 3210 -866
4842 3681 -322
8714 8245 180
8595 5352 -432
6315 3301 391
2467 2028 922
4267 8892 220
1877 168 -927
2594 8135 -370
4190 4699 -811
2449 6510 -193
4036 2226 749
5041 8700 -766
3633 6395 -449
6401 2604 -825
1663 2034 150
5416 261 -351
7705 6852 -350
562 5084 -949
7078 8165 -335
7639 3291 -767
6031 3588 633
8132 1752 131
7090 7835 -983
210 1262 -437
8785 6787 773
40 2378 912
4508 6981 -627
3679 7109 -621
6432 1380 216
5011 2855 459
7696 3893 -29
2250 3442 -681
6306 3212 -652
2897 6926 181
5035 3413 -6
3645 6606 23
7211 3480 -402
363 9007 -429
2808 7003 -235
6821 5062 100
8902 2980 -540
7857 1266 990
8847 1293 924
1181 6557 -616
1805 705 161
3014 3539 334
3556 7427 386
3519 6153 -775
4801 4030 -297
774 1274 740
7427 2850 -937
8209 742 -963
7258 5491 566
7743 5432 -651
1091 1749 -700
5829 2412 -430
1506 6271 -734
8554 7389 938
5502 8928 230
32 2785 -588
2160 2877 366
1650 115 -787
5898 1069 430
3267 1163 -229
8941 3189 -731
2426 1211 711
7257 3269 -20
3934 4775 1000
7463 7729 333
1927 6391 66
2812 3621 120
7895 4385 -258
5969 5088 -903
3152 5097 842
8211 6622 527
2055 4945 -61
6867 5519 760
1781 4568 143
8527 7595 178
7691 4330 100
628 7592 -167
8156 5925 -23
7904 6788 424
4116 706 344
8715 2223 -514
4984 3606 -873
6923 566 -513
3285 3818 19
8685 797 -767
2459 6646 763
1641 3866 -844
7106 6756 79
7760 1141 7
1488 901 873
942 8130 -174
8404 3498 182
5887 8407 118
6765 227 189
2842 21 -113
2415 4434 -707
3025 6618 688
3407 2235 186
1916 5149 586
4545 8228 177
1683 7675 17
2963 7490 -267
2802 5476 -580
4023 7893 93
2205 1970 -269
5532 7004 -46
761 2048 -895
5447 2073 -377
8644 3408 817
5602 1475 -318
5845 7021 314
3421 1237 -929
3235 2138 360
8483 6104 445
8420 5824 -151
6187 2293 122
6975 146 -378
4955 6348 -237
6016 1815 -296
5850 2350 101
1861 7368 -178
1601 3976 -822
7766 7349 -461
3489 5583 460
7928 6260 285
6726 4613 248
3248 3202 722
1851 1379 -708
7312 7307 -792
105 8334 -182
5446 2255 -102
1749 2066 561
2709 6089 -386
2246 8929 -498
4235 8069 278
825 8388 -636
