804 847
220 222 510
755 78 283
314 524 696
390 14 -870
116 292 -509
374 383 990
720 650 204
287 389 -508
419 467 -616
757 698 -375
570 523 271
595 96 -275
407 248 880
768 668 737
485 713 -342
625 474 -114
717 288 -427
447 564 496
319 298 -209
550 553 825
175 479 177
252 287 411
673 497 325
374 86 593
739 30 -817
21 267 -250
703 613 508
304 715 -286
507 764 992
791 464 919
288 346 243
435 105 -802
197 215 -561
354 236 230
778 529 -694
527 331 78
207 104 -557
443 336 -630
804 1 387
671 80 965
73 180 79
370 565 343
236 782 -84
585 234 -799
301 121 693
419 462 50
184 761 98
467 115 153
708 414 -10
253 492 -378
504 602 -729
117 655 -754
415 557 -715
259 274 -889
231 520 264
399 740 358
677 234 -159
229 252 62
690 736 -33
571 467 9
323 636 146
741 17 880
417 599 -246
794 216 629
5 276 -67
300 526 135
98 790 -625
804 309 731
303 398 -605
610 337 -723
760 267 96
123 26 431
651 158 849
15 120 -471
443 794 922
288 1 638
386 566 -614
441 331 309
346 575 -111
543 449 211
517 644 397
439 459 726
643 220 743
608 577 -542
676 183 -891
54 144 -121
628 496 -439
602 425 -410
689 780 -759
514 417 138
511 502 217
21 168 -228
135 414 -331
366 306 -703
380 171 -86
304 594 -756
546 7 -197
550 331 -979
360 326 -450
496 591 -459
303 708 -579
89 283 -762
383 39 -647
607 612 244
444 326 306
102 248 648
547 786 -726
219 738 -807
217 700 -481
83 415 -59
314 262 -80
789 424 35
126 742 -982
25 727 675
566 172 -5
443 603 -974
398 688 985
781 203 -777
510 588 840
349 649 -521
72 248 302
555 390 -151
784 139 -836
95 108 413
563 307 653
799 53 -426
372 524 21
479 761 959
640 447 -697
341 534 -191
268 343 -766
44 705 -201
283 226 700
229 513 280
30 513 -151
564 224 646
790 251 186
425 505 -588
96 35 510
42 761 144
231 154 -374
94 44 -1
106 478 -515
224 197 -233
198 375 567
59 649 -961
608 490 -746
658 279 -346
789 438 12
743 567 785
175 366 -84
501 2 339
668 738 -489
340 697 898
184 308 -720
656 116 29
556 53 -475
698 137 917
302 502 83
468 540 46
223 66 -900
716 154 356
747 570 -915
760 735 -747
543 221 -130
324 59 27
682 364 -696
560 571 -566
678 278 957
85 717 -147
774 201 839
715 704 -662
530 374 526
129 274 24
475 512 -377
242 736 152
64 185 -781
762 705 59
111 134 923
765 711 457
65 187 458
658 223 892
243 570 -144
219 585 527
58 306 -396
246 235 -372
573 381 896
52 642 -760
652 461 930
49 11 134
41 691 794
75 29 -33
58 23 -454
124 75 896
673 115 727
400 621 96
73 243 386
235 561 759
376 73 463
463 229 -287
632 32 -869
646 73 503
50 285 637
624 496 -150
601 373 238
220 108 826
571 394 328
586 576 948
622 579 -968
551 371 -167
492 440 -863
71 451 -732
768 680 979
372 774 450
183 718 984
213 551 -206
313 781 -151
767 10 876
247 664 954
647 749 6
280 628 674
106 246 80
517 515 789
148 421 -483
293 275 179
466 345 -31
214 443 846
734 483 -575
567 702 904
723 519 45
283 620 699
160 32 -278
537 555 252
215 494 -208
561 520 283
108 267 -959
128 325 -375
515 223 -761
428 274 251
356 524 -534
4 368 -9
216 14 774
263 367 755
619 603 -282
54 259 12
198 707 -965
574 625 -438
294 640 -410
45 788 242
15 152 -21
209 51 127
436 759 -773
84 707 769
473 436 -25
494 120 456
721 390 458
300 366 -676
746 627 -800
105 204 805
69 667 -295
653 389 -498
203 560 326
160 236 294
513 542 638
633 383 -998
385 144 -638
397 613 -514
502 480 869
174 514 750
438 551 723
593 629 -939
200 651 -738
493 174 37
656 446 -169
650 61 303
496 313 -207
786 20 931
589 217 964
639 256 140
45 538 -94
420 256 -946
18 564 -887
172 358 346
708 30 467
129 225 120
89 421 -531
367 210 -471
289 50 206
679 741 837
15 510 -275
309 194 65
738 618 896
377 169 -449
47 311 -372
451 221 852
405 644 222
625 550 731
511 160 -278
333 730 -440
408 37 -761
191 438 217
119 518 -808
481 23 108
390 502 984
177 202 -966
560 453 701
48 701 802
168 708 999
254 149 612
450 467 421
209 592 -198
768 334 -510
480 631 -704
375 756 -12
39 19 247
321 621 429
671 293 592
582 717 -997
503 321 239
14 630 1000
506 308 408
156 502 -967
255 60 -204
618 538 522
333 517 833
253 14 477
183 406 -402
410 488 -355
339 471 402
346 137 443
304 11 414
411 193 185
800 183 534
54 248 -537
673 511 478
172 468 899
472 175 857
137 460 -531
171 773 515
121 588 787
563 396 120
680 736 963
659 462 198
348 281 336
88 761 835
472 66 72
145 446 -60
478 555 -857
288 199 875
126 190 791
588 438 154
538 189 316
553 561 -790
253 393 725
399 482 -31
388 439 -690
543 601 968
273 700 -146
219 514 629
528 595 935
74 400 -223
620 771 -297
571 709 814
688 698 573
535 136 -603
689 663 -408
252 363 -188
285 491 -461
117 56 61
632 366 -809
433 799 234
103 670 63
579 801 -786
155 122 -940
204 763 -650
682 674 -200
505 326 -340
738 498 525
757 181 -516
602 700 -446
134 126 -879
417 87 300
670 751 850
135 36 -419
646 501 228
647 342 -885
112 22 869
55 436 -5
25 621 16
511 467 255
678 250 815
620 659 -421
345 95 -8
357 309 91
744 764 -710
377 90 -48
180 123 -290
752 596 -236
796 199 -115
107 301 -298
722 189 -495
119 94 287
372 698 -833
707 103 -686
259 745 -645
350 353 707
342 345 -407
538 377 152
661 277 -14
340 264 -659
258 532 -403
619 622 -735
174 764 803
214 183 -595
787 613 -629
666 430 920
445 604 186
132 202 -86
180 467 -749
13 549 -936
285 216 -114
601 551 -955
428 391 -25
209 684 -126
222 295 -679
72 42 -303
340 775 -127
559 240 -81
340 585 -284
464 552 -976
251 786 -564
603 616 891
