909 2433
423 790 540
253 540 306
62 795 308
811 214 772
89 670 584
123 145 394
713 33 755
75 149 562
620 368 507
326 370 900
210 425 178
484 664 432
131 534 998
42 562 205
621 668 955
127 394 678
637 883 911
584 392 334
724 652 928
749 220 61
317 618 937
32 96 654
223 410 732
251 213 190
375 774 192
326 896 113
363 299 975
459 18 105
813 760 880
327 216 118
271 516 700
503 857 832
810 534 245
676 634 76
75 826 77
795 79 680
82 209 119
837 692 170
322 677 713
881 622 226
80 629 65
126 661 884
253 16 257
759 553 109
745 280 879
257 866 418
420 719 615
811 847 338
757 816 250
38 589 871
542 436 756
314 26 781
226 514 399
200 352 6
528 93 147
842 368 43
365 248 917
50 439 617
58 287 55
295 770 659
251 521 120
382 515 723
389 886 634
275 5 380
205 352 762
799 741 980
230 597 572
665 798 619
41 61 401
835 107 984
57 476 454
33 225 695
519 196 44
116 337 907
316 591 785
696 543 140
867 385 400
212 616 343
828 706 871
20 714 85
110 668 383
183 582 275
574 261 422
483 237 97
870 231 589
657 828 729
437 404 512
388 9 392
323 261 248
432 468 315
359 761 765
690 893 513
781 429 651
96 865 262
879 345 580
675 820 329
190 298 798
192 830 656
757 385 150
349 382 616
448 871 552
96 358 89
296 120 806
574 871 546
909 316 373
622 664 410
445 396 895
113 295 751
337 290 819
481 62 813
130 508 502
180 431 806
573 559 924
198 464 685
148 297 318
319 299 87
810 745 351
206 143 49
315 846 636
887 477 565
108 68 422
492 25 118
293 468 268
92 463 990
661 373 482
375 193 4
246 267 340
443 349 355
328 853 963
152 289 309
35 299 111
68 28 645
334 240 213
794 267 62
92 577 869
639 258 929
148 814 853
112 315 717
265 332 458
410 756 374
297 203 322
638 731 480
451 565 956
525 454 668
45 584 863
840 104 43
599 629 655
842 429 516
21 660 817
531 312 546
353 753 328
676 702 834
466 203 656
487 231 673
496 243 311
62 469 781
712 742 471
507 831 704
493 380 321
53 46 96
333 661 694
136 836 830
699 211 656
541 901 162
103 289 450
685 239 65
645 414 972
667 815 951
267 44 104
579 792 546
907 464 367
283 852 170
83 722 521
418 771 37
569 380 496
156 708 450
540 852 868
417 314 410
643 532 79
426 26 844
393 832 131
81 137 743
594 155 438
559 534 336
267 418 41
825 848 19
698 87 402
119 806 755
273 518 240
439 161 360
560 109 398
645 576 616
422 496 289
395 717 346
434 903 791
461 3 701
667 81 298
225 349 620
779 26 828
144 467 95
586 733 358
50 89 741
75 363 778
288 647 71
885 142 198
329 589 878
819 334 740
93 634 405
295 542 543
436 433 479
12 764 582
712 348 603
51 622 553
301 163 942
560 758 695
70 382 451
527 8 187
153 835 807
4 84 569
294 188 440
635 780 239
820 758 979
385 145 334
171 533 743
515 385 903
376 186 665
184 275 60
864 382 112
148 302 533
708 896 321
867 40 727
569 212 148
600 340 995
899 256 174
759 689 557
116 247 534
455 246 965
839 323 339
623 90 685
38 124 522
115 284 165
887 471 871
451 812 198
20 82 957
151 215 847
819 506 702
315 713 981
808 895 140
500 503 43
366 303 434
244 32 160
844 78 600
726 428 338
420 250 67
612 515 683
497 717 215
197 734 687
690 255 405
187 297 750
159 515 478
475 697 706
867 108 871
520 19 459
542 155 1000
491 507 708
82 662 625
742 27 550
319 238 643
814 8 956
758 231 975
60 811 924
756 295 810
420 399 947
635 732 180
244 875 665
490 250 947
295 577 180
203 222 636
211 791 933
733 5 142
475 673 281
760 399 379
369 289 451
889 421 491
572 33 676
395 648 422
690 613 801
214 1 792
867 718 606
398 436 639
23 100 489
75 96 44
105 329 916
85 397 360
344 33 305
99 236 618
525 793 737
518 235 191
539 516 901
690 529 292
71 274 438
740 459 956
550 157 165
677 33 797
643 86 272
771 185 615
423 153 582
218 214 334
651 340 483
73 448 582
325 648 309
719 259 546
378 611 768
270 110 10
267 258 416
433 220 203
545 179 364
347 667 262
750 475 542
685 212 791
4 281 821
508 603 657
506 753 195
834 304 81
507 140 864
418 18 59
484 176 948
899 581 153
144 707 571
251 359 53
211 266 485
691 756 600
184 689 321
472 597 491
312 827 802
285 736 136
615 57 340
737 596 160
765 254 92
506 32 973
486 873 13
350 905 652
708 423 722
727 171 800
142 348 321
68 77 663
296 877 357
698 547 588
373 834 571
83 660 870
712 28 514
878 341 630
805 29 497
409 248 92
41 569 297
205 142 626
2 612 688
190 555 319
2 510 17
461 752 194
536 361 793
759 333 256
724 5 411
392 815 759
465 231 561
318 176 896
170 792 757
739 831 610
671 414 97
317 773 272
545 531 755
682 456 236
638 116 986
413 823 471
822 375 75
334 45 829
592 257 985
568 58 506
244 622 84
307 782 332
525 438 395
857 374 197
653 57 589
607 695 215
690 610 886
258 310 677
607 600 430
281 752 670
791 735 558
766 310 312
546 133 349
443 155 383
748 238 561
6 643 723
239 687 43
543 794 503
419 128 316
708 884 782
426 396 367
609 454 289
779 257 474
738 806 27
72 342 822
710 41 600
237 481 252
200 903 587
259 46 540
474 755 321
806 104 419
899 78 340
124 501 841
687 87 887
465 496 254
516 857 565
117 155 293
789 672 837
614 707 905
252 275 406
725 324 650
468 20 651
649 654 654
229 832 863
109 103 402
166 101 493
593 192 85
246 4 921
577 213 356
891 543 43
437 778 801
576 471 486
538 344 542
45 73 168
201 180 594
893 449 592
206 607 926
844 163 551
59 297 815
630 452 458
305 855 839
341 363 977
584 65 47
481 674 76
653 503 540
14 222 552
261 434 307
27 201 401
735 381 571
134 221 812
648 779 219
92 3 72
468 252 922
133 459 316
621 482 898
455 268 943
335 440 209
437 854 999
336 602 89
500 159 718
668 573 754
616 292 483
404 842 746
384 890 196
401 110 207
572 221 258
285 380 210
830 631 403
92 402 824
391 445 67
347 747 793
853 779 772
487 616 466
306 772 306
234 475 114
165 246 465
775 536 297
591 342 822
450 707 610
219 839 38
150 517 990
658 636 671
248 586 865
833 413 298
331 643 349
357 32 447
381 489 153
641 834 656
372 395 697
134 105 803
677 114 260
849 415 617
64 799 983
623 74 430
41 288 194
67 4 234
476 434 620
465 318 443
488 387 361
447 101 925
40 445 97
444 886 994
267 317 739
125 453 743
761 131 291
329 860 509
808 433 481
154 510 515
553 884 676
171 55 664
84 490 494
261 151 485
153 17 358
812 674 984
264 906 42
421 884 901
44 714 687
504 502 804
305 382 297
429 549 637
859 193 306
892 466 143
706 616 844
145 888 21
859 7 514
559 93 433
253 891 888
143 294 160
200 876 578
227 80 510
495 613 915
567 673 399
837 898 694
801 372 574
843 370 221
813 272 228
636 456 510
731 129 426
152 631 200
1 489 116
339 908 557
378 121 260
322 527 283
399 455 261
694 136 15
421 681 545
614 575 462
53 389 25
169 838 311
296 645 996
659 442 909
783 55 965
868 545 600
61 14 823
301 432 541
125 329 431
533 626 987
309 26 385
185 7 929
166 625 500
149 91 237
375 718 336
55 257 397
85 156 551
656 175 273
280 820 461
808 149 539
103 679 412
218 79 14
805 242 441
906 788 902
372 642 72
609 422 616
815 670 904
16 386 426
88 89 638
672 433 608
609 735 518
24 521 772
311 191 555
44 483 727
623 279 660
508 583 684
360 796 923
505 613 849
512 299 955
120 574 58
325 35 649
97 368 887
56 542 682
428 810 841
122 694 613
192 275 53
432 646 799
452 621 968
650 878 272
443 581 276
848 351 336
27 679 164
705 542 436
4 669 223
603 483 17
657 343 662
560 119 570
387 826 129
700 659 531
592 325 817
246 97 246
550 567 391
104 573 523
491 137 812
728 416 628
74 630 82
428 605 33
504 211 71
38 597 565
382 421 516
467 889 18
66 262 174
792 502 991
263 773 182
667 415 268
854 880 203
521 612 377
357 106 630
427 332 667
610 764 975
395 300 69
384 712 508
654 404 667
154 7 83
680 270 311
443 117 767
482 793 865
618 611 568
479 810 911
688 79 242
765 554 449
130 335 818
606 880 957
632 559 164
233 191 234
430 195 248
554 665 676
535 675 893
429 290 283
520 346 746
429 539 505
360 682 495
587 305 323
389 795 56
559 439 495
407 102 265
454 291 906
387 529 8
641 178 326
190 314 146
857 248 882
902 197 481
203 299 341
279 96 69
801 520 588
586 719 107
667 742 804
713 308 894
660 295 45
311 15 438
280 889 38
122 897 755
326 508 237
466 19 321
839 149 50
171 525 445
489 426 639
78 447 479
497 384 690
414 100 419
487 660 972
598 209 929
253 46 375
312 446 225
279 725 478
147 574 177
756 234 992
837 594 473
856 761 193
13 512 921
173 628 767
200 284 327
431 252 270
291 775 330
194 908 989
692 780 404
392 46 151
401 300 535
22 846 27
900 31 453
82 501 129
821 501 22
311 679 247
165 363 731
431 137 410
817 93 525
450 293 661
214 718 564
465 22 674
503 124 564
341 329 682
713 433 457
134 82 170
225 226 65
459 904 913
438 221 98
149 637 480
852 81 804
466 644 410
297 765 215
376 781 637
39 722 81
735 404 566
332 731 884
534 425 862
105 812 436
874 660 711
541 771 383
898 426 413
123 755 67
569 331 565
139 749 274
169 624 122
135 5 341
216 744 626
597 423 809
483 710 731
225 769 45
159 342 821
158 250 233
888 750 200
391 110 878
7 740 875
376 734 476
15 430 722
207 775 513
851 757 824
762 143 657
229 856 697
244 591 863
728 138 694
307 636 711
656 255 177
803 223 904
856 341 807
382 202 246
113 640 713
790 203 340
508 451 439
87 372 904
538 724 847
863 879 44
163 280 779
69 612 1000
561 749 235
899 763 428
65 64 729
468 752 213
530 238 374
523 23 957
460 524 140
253 610 154
263 241 207
195 881 324
391 392 515
119 469 196
822 278 564
679 407 144
330 243 20
734 226 264
495 336 176
289 854 80
271 626 969
116 236 561
813 177 681
767 314 928
727 229 834
475 678 125
904 458 920
391 635 920
381 798 59
329 621 959
613 166 581
220 226 805
211 594 316
560 326 152
707 829 434
868 803 55
404 648 787
646 343 753
51 607 86
72 490 795
262 878 639
340 876 964
723 299 737
122 422 937
609 416 842
123 72 599
898 717 401
676 902 620
699 305 654
860 483 265
161 112 150
738 304 702
684 349 863
329 357 98
74 674 822
534 362 665
850 747 384
171 465 695
159 139 570
517 387 669
702 427 573
248 180 750
215 692 794
492 685 777
476 770 714
136 888 939
188 681 263
36 162 797
404 121 3
316 86 81
279 24 48
887 57 696
106 800 119
871 202 796
590 641 773
709 468 97
728 583 398
813 249 51
665 526 545
24 201 321
277 119 293
789 384 224
304 617 511
461 842 604
295 284 127
75 320 878
440 23 608
9 80 331
859 551 899
775 761 127
303 216 669
243 253 724
48 557 289
165 832 410
795 424 552
646 503 958
408 7 433
354 282 847
71 305 833
12 817 199
840 385 818
901 761 189
109 534 541
159 741 3
803 827 36
143 201 528
780 577 846
69 213 193
605 200 721
529 91 913
95 765 130
220 230 378
42 650 602
853 319 156
139 214 382
301 313 930
825 549 411
244 132 371
852 750 755
64 881 425
381 832 451
540 842 421
136 610 713
580 212 349
886 541 481
332 93 949
656 720 342
135 263 791
237 860 340
82 176 420
762 671 879
12 320 930
508 132 1
884 285 236
363 260 62
63 855 280
391 885 704
374 498 489
745 90 637
788 606 501
171 448 699
892 802 795
83 532 537
784 239 36
810 344 241
57 370 131
461 795 549
277 715 434
392 669 28
115 887 60
17 725 77
311 247 476
155 210 745
323 826 50
100 692 25
286 146 367
374 743 792
68 403 924
228 373 712
246 69 312
236 685 930
427 431 112
876 132 637
110 241 618
487 589 716
208 724 246
252 63 616
552 227 295
588 79 881
370 233 73
642 143 708
52 195 163
466 227 910
884 827 130
888 515 721
92 215 112
203 500 666
836 63 869
102 682 191
906 191 701
187 881 328
607 837 152
784 384 978
400 178 725
513 759 264
569 644 320
842 759 861
333 13 616
197 360 473
531 653 990
234 56 3
578 651 411
904 671 170
11 598 789
218 2 393
22 213 870
62 482 233
286 96 506
560 704 647
252 577 594
138 575 932
331 164 511
348 903 578
492 514 400
316 190 894
520 73 278
44 493 684
487 522 255
391 869 982
657 633 412
261 292 551
771 420 462
750 821 359
625 619 441
499 562 960
614 716 450
813 125 43
353 61 742
467 221 38
776 52 712
527 396 913
675 531 411
425 813 213
530 684 611
509 177 637
468 708 657
167 877 179
575 906 983
424 381 114
878 166 693
773 714 734
196 58 835
339 804 56
752 381 459
63 416 210
2 417 183
448 109 382
259 506 760
613 255 905
879 136 969
719 60 43
547 761 237
895 525 113
329 742 301
398 39 561
36 535 211
132 297 903
410 545 341
256 601 136
85 245 887
313 756 354
222 83 455
459 424 84
7 791 353
297 60 181
126 533 687
761 577 1
337 827 26
388 16 3
561 49 573
160 36 950
888 669 318
542 753 155
460 710 297
661 155 407
52 438 416
508 154 273
825 126 494
775 230 191
546 747 247
787 565 619
283 257 788
734 250 933
370 690 597
72 143 157
12 376 121
245 555 948
412 536 673
788 359 578
848 270 269
474 29 547
838 81 506
823 674 281
898 736 787
883 613 847
630 584 894
483 250 654
147 690 946
93 350 598
782 32 611
322 349 450
78 903 936
36 775 826
797 715 782
613 504 7
21 597 628
196 214 498
755 307 282
113 442 313
207 294 439
444 455 166
289 250 193
254 234 872
345 607 959
849 559 33
278 814 109
726 5 708
644 196 142
587 516 975
115 106 838
150 748 191
764 269 982
133 209 712
783 771 62
678 213 896
202 485 462
753 666 947
652 131 564
92 326 360
7 459 183
21 845 432
647 140 352
540 55 868
763 349 863
909 819 3
591 681 861
624 746 380
76 129 376
366 3 210
547 363 439
561 227 174
604 888 773
441 147 448
151 815 999
262 442 2
17 64 686
251 896 817
613 626 305
386 850 279
640 888 7
103 118 949
515 682 23
575 138 421
345 441 848
281 476 66
657 645 791
62 206 6
80 547 497
629 107 114
130 473 817
212 334 278
606 282 163
877 456 685
89 379 555
318 114 373
90 67 165
784 2 374
875 76 618
815 521 806
619 864 301
359 676 118
19 385 53
494 812 624
476 378 616
239 295 611
562 865 256
728 501 97
416 139 509
114 322 973
886 290 714
707 223 105
516 384 886
563 448 801
128 65 144
833 90 534
848 682 812
843 176 99
479 753 33
268 56 996
862 13 235
16 880 932
145 868 279
131 774 260
582 107 698
102 55 436
57 538 328
892 894 805
815 617 421
111 856 212
286 18 581
784 244 399
543 367 96
893 295 909
826 13 357
524 199 483
86 692 237
197 406 391
895 283 342
403 499 9
411 791 486
74 234 955
89 587 243
334 175 657
593 317 565
605 82 969
309 190 962
839 574 829
588 550 209
687 60 810
84 444 288
207 701 654
827 822 838
311 691 219
484 580 690
392 744 853
158 739 41
312 506 297
242 77 990
549 421 398
346 55 994
235 35 912
525 581 353
517 421 695
174 687 342
73 604 158
16 609 820
625 403 388
358 340 311
711 160 909
662 296 298
873 569 132
424 251 593
458 700 103
34 819 502
400 801 289
746 836 928
128 75 884
366 241 575
751 445 19
143 672 429
496 96 188
762 553 119
722 288 493
299 5 652
62 847 688
569 740 645
903 606 6
800 11 949
452 661 261
169 831 289
764 516 243
132 24 137
552 337 702
728 543 33
548 890 987
726 741 604
624 192 644
208 142 922
727 785 80
885 582 154
325 653 265
741 209 264
62 337 742
224 693 622
355 418 882
249 695 253
9 81 107
502 865 950
200 716 37
242 209 859
127 192 597
210 817 767
341 689 174
7 217 315
635 644 697
103 232 84
755 384 942
277 653 876
474 712 868
57 668 265
206 750 585
115 306 85
727 363 875
801 430 767
521 54 409
442 505 457
386 794 118
687 560 13
574 160 443
390 358 285
201 786 669
366 387 84
772 658 398
763 267 99
752 886 682
436 677 323
466 665 412
723 142 400
546 453 853
368 708 905
842 820 644
190 583 475
168 761 787
23 728 750
891 446 706
417 583 391
483 736 865
244 597 390
224 716 14
478 666 163
315 253 979
158 562 808
591 169 432
835 427 554
376 387 890
21 219 413
456 310 71
47 536 731
835 615 886
56 6 104
233 38 765
597 512 698
264 304 377
819 442 968
23 279 193
346 661 296
742 10 875
63 74 122
255 222 271
888 137 410
427 828 205
741 130 916
348 110 544
682 261 834
39 744 864
361 810 858
461 779 642
676 763 803
11 439 740
375 105 195
702 441 498
476 329 793
214 431 592
21 44 961
67 337 45
86 441 430
396 531 605
692 134 843
886 394 782
219 265 855
63 492 679
751 636 622
219 176 476
464 415 349
778 391 930
271 687 901
208 250 64
81 795 423
110 52 915
129 537 58
198 235 393
145 357 498
581 861 490
671 456 877
340 881 294
275 823 755
559 706 82
586 493 689
581 339 297
279 44 44
867 740 206
736 378 505
363 205 396
745 357 433
269 59 497
868 247 493
427 280 814
111 553 455
181 739 54
651 699 25
674 181 629
127 769 984
766 301 39
56 182 210
131 436 935
480 489 196
753 255 600
578 581 824
752 820 834
508 887 351
325 582 561
679 892 600
12 268 209
742 655 764
695 571 504
693 11 668
836 751 863
809 907 619
672 385 775
498 368 651
883 797 495
87 775 121
302 93 929
664 82 266
140 360 420
867 508 624
818 136 909
584 286 112
150 592 827
130 538 646
749 834 639
375 772 281
1 22 948
807 276 123
459 584 49
19 115 935
891 522 923
140 761 740
750 223 880
307 470 295
527 755 765
487 773 264
446 614 584
715 104 542
401 340 893
686 243 302
887 78 166
83 445 216
397 789 728
131 752 151
166 109 505
624 323 504
772 346 632
278 225 955
829 235 572
496 896 403
81 593 713
404 818 507
885 641 214
19 81 814
658 297 980
444 348 267
544 283 552
231 761 846
881 20 394
160 302 766
326 396 912
175 521 470
716 826 725
200 507 991
594 642 184
210 197 619
452 675 992
716 677 348
415 685 613
825 510 670
377 407 395
206 739 723
571 621 833
23 457 804
791 420 612
146 406 203
295 626 533
317 631 674
200 319 18
400 454 773
683 405 191
263 756 554
795 95 450
342 371 589
287 242 28
669 623 526
271 460 478
400 874 988
204 892 702
408 362 418
349 92 86
134 533 660
832 189 217
81 843 884
516 630 712
718 459 520
669 783 424
747 802 342
651 847 137
699 464 875
743 864 470
89 158 477
648 875 162
744 803 971
794 546 563
218 100 351
426 172 40
210 88 231
857 529 948
3 296 146
551 592 647
290 816 151
493 255 495
244 689 819
18 817 848
749 792 179
175 379 656
389 393 934
44 703 597
678 296 543
504 189 697
501 797 115
747 318 359
625 360 874
332 706 676
870 112 206
39 866 100
58 179 232
338 23 145
236 106 191
897 105 206
275 818 879
669 855 67
394 717 931
240 112 864
735 437 778
538 376 945
772 259 480
879 524 954
908 373 39
352 815 736
818 161 189
255 517 553
4 642 481
159 865 721
763 659 608
187 333 420
225 14 117
384 551 223
69 728 579
326 603 389
105 6 396
714 413 414
400 244 609
261 805 175
616 755 599
283 473 945
798 631 603
277 909 237
197 110 45
342 38 284
694 487 304
557 894 307
390 111 76
492 78 37
472 579 142
77 583 916
56 799 55
464 650 208
368 411 58
647 102 327
73 225 901
773 672 677
675 606 169
801 774 146
796 533 258
340 342 448
764 567 815
494 540 660
241 390 508
123 615 999
480 631 415
850 169 149
788 716 537
323 783 488
120 143 493
497 380 375
582 470 828
49 655 288
817 590 478
368 634 471
718 413 537
856 606 476
823 247 711
2 501 325
666 816 156
587 674 191
186 50 953
382 13 810
678 756 906
9 555 418
631 237 965
328 729 601
570 137 936
383 490 968
119 224 542
23 174 619
529 585 748
398 280 188
710 86 920
817 707 593
664 199 982
750 266 633
39 220 515
70 830 82
778 860 374
287 504 577
263 611 505
706 869 824
773 200 471
672 32 776
884 637 107
342 152 169
730 814 403
46 539 115
830 341 305
537 398 566
269 410 652
240 471 611
468 205 108
717 816 615
45 55 295
319 454 508
793 284 941
808 635 343
436 635 505
430 436 215
182 757 871
576 456 312
687 271 65
7 186 217
424 679 448
833 87 342
470 577 207
83 53 96
61 380 939
319 394 191
796 735 564
663 227 528
729 742 541
721 100 205
737 94 162
140 486 66
13 627 66
198 796 626
79 423 573
675 563 523
442 896 202
167 707 96
570 446 167
25 535 673
582 260 195
443 469 160
258 603 710
408 792 921
205 349 861
845 367 640
353 256 254
787 880 169
475 556 131
375 903 380
668 740 630
519 187 246
553 506 706
411 781 386
135 179 834
415 142 476
808 308 830
814 277 497
447 507 142
866 70 150
870 444 877
474 767 135
704 742 799
754 113 57
814 98 561
489 761 876
754 479 463
728 824 625
727 877 706
553 746 300
475 43 742
59 803 124
113 215 967
209 486 789
835 844 978
240 8 947
104 899 523
495 35 219
815 271 895
243 806 367
76 796 848
485 695 817
734 524 216
739 390 869
789 73 76
361 324 176
749 867 89
225 36 308
477 181 70
697 422 767
559 198 258
135 541 17
477 216 362
292 396 438
689 646 292
343 799 378
747 844 822
394 683 261
901 818 931
426 205 751
51 501 411
268 883 121
815 45 353
135 473 140
352 2 578
395 54 505
264 85 680
247 579 465
903 637 807
312 772 78
432 15 840
784 195 505
270 120 546
407 541 579
829 201 414
66 159 25
852 782 615
374 739 162
599 724 727
545 14 451
723 211 705
497 632 755
70 672 363
122 594 772
186 660 980
399 115 589
675 552 215
187 407 282
830 816 560
238 555 876
332 822 745
814 801 871
757 95 53
773 797 234
175 764 745
744 742 829
246 788 363
850 281 628
148 442 417
252 151 6
179 293 297
530 123 453
327 801 20
668 508 200
310 726 773
613 187 916
443 773 144
833 395 826
9 121 437
394 319 296
475 741 649
847 586 382
142 55 348
530 409 270
573 424 514
243 541 73
795 680 738
718 228 11
366 493 306
359 774 381
581 719 605
190 417 176
751 630 203
551 876 494
683 827 283
438 736 383
302 434 577
709 288 42
449 457 498
445 893 176
181 887 233
657 445 312
24 409 26
55 606 565
873 61 961
24 161 739
41 825 883
336 697 365
650 898 488
823 24 742
773 748 410
723 172 73
583 883 753
474 770 940
192 141 130
804 335 711
772 586 854
752 295 700
773 662 464
432 156 7
163 230 173
824 868 270
533 406 290
436 789 131
415 88 746
77 899 25
590 218 455
488 531 184
468 615 362
817 145 726
198 371 805
9 202 24
831 761 956
239 859 472
365 232 586
365 216 383
743 653 969
501 320 44
249 535 578
758 439 657
158 863 606
277 395 956
167 899 782
25 844 545
321 601 44
246 815 21
551 390 211
64 1 104
452 108 822
343 671 23
297 757 712
756 832 947
671 473 477
448 718 247
320 567 594
469 377 389
548 570 11
708 345 14
380 21 31
719 641 416
252 32 611
630 492 311
255 757 730
803 755 797
307 708 503
367 560 461
727 457 708
30 695 172
848 895 528
3 212 732
17 469 817
457 728 224
347 470 927
520 498 188
804 309 203
774 259 346
351 882 938
39 38 841
821 772 413
200 32 185
43 744 665
862 459 888
531 700 800
580 177 206
687 657 946
155 633 919
344 375 779
296 262 65
292 796 485
465 76 529
18 693 916
392 535 275
596 600 411
92 491 329
656 44 320
627 172 944
746 828 559
238 796 150
360 197 261
276 411 847
440 769 685
822 268 662
412 89 830
582 235 104
401 477 568
801 396 283
250 494 528
750 807 175
454 52 660
516 148 207
246 426 769
699 274 271
701 374 948
203 862 380
130 231 54
25 579 269
156 165 863
877 231 93
19 459 569
340 706 472
775 372 444
591 720 22
655 834 886
426 777 872
753 752 351
900 226 921
246 602 85
